config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
ogbn_arxiv_deepres16_w128_s7,4,5,128,128,524288,2358385,2090340,1185496,21168,16716,86878,340191,99.55818937008915,True,True,2719744,2468415,1.1018179682103697,2379553,2128224,True,aggregation+combination+support_io; energy_pending
ogbn_arxiv_deepres16_w128_s7,6,7,128,128,524288,2358337,1854645,1132779,21168,15438,83290,340191,99.55818937008915,True,True,2719696,2231442,1.2188064937381298,2379505,1891251,True,aggregation+combination+support_io; energy_pending
