config_id,model_valid,window_start,window_end,W,representation,grouping_method,total_nnz,regular_slots,anchor_slots,anchor_true_nnz,anchor_holes,sparse_additions,support_metadata_bits,value_bytes,total_transfer_bytes,byte_ratio_to_dense,byte_ratio_to_independent,byte_ratio_to_phase0,byte_ratio_to_delta_v1,metadata_ratio_to_full_bitmap,analytical_proxy_speedup_rho1_10,analytical_proxy_speedup_rho1_25,analytical_proxy_speedup_rho1_50,replay_amplification,independently_decodable,exact_decode_pass
cora_deepres28_w128,True,20,23,4,R3_MOSAIC_ANCHOR,window_cost_cluster,573566,526176,526176,526176,0,47390,752950,2294264,2410688,0.4346727289512555,0.7155856985447775,0.852927856528237,0.9817295663052544,0.543059626569424,1.9440608741335774,1.9209197919884926,1.8835517695467845,1.0,True,True
cora_deepres28_w128,True,24,27,4,R0_INDEPENDENT,window_cost_cluster,547924,0,0,0,0,547924,1397328,2191696,3235264,0.5833525664697193,1.0,1.2029078621739957,1.379102441685991,1.0078125,0.9804649265175605,0.9804649265175605,0.9804649265175605,1.0,True,True
cora_deepres28_w128,True,24,27,4,R1_DELTA_V1,window_cost_cluster,547924,380240,380240,363630,16610,184294,442600,2191696,2345920,0.4229943685376662,0.7251092955628968,0.8722396725680563,1.0,0.31922198116691286,1.8577492280625496,1.7745850967614998,1.6513757596854717,1.0,False,True
cora_deepres28_w128,True,24,27,4,R2_CHAIN_GAP,window_cost_cluster,547924,0,0,0,0,547924,543478,2191696,2284352,0.41189300221565733,0.7060790093173231,0.849347991623834,0.9737552857727458,0.39197949362998524,1.7929203852564852,1.5804048762829952,1.3196977761934927,1.360463533022496,False,True
cora_deepres28_w128,True,24,27,4,R3_MOSAIC_ANCHOR,window_cost_cluster,547924,508000,508000,508000,0,39924,688072,2191696,2301824,0.41504338995568685,0.7114794959545805,0.8558442794593566,0.9812031100804801,0.49626684822747413,1.9475911567097068,1.9270808237654684,1.8938403630594602,1.0,True,True
chameleon_gcnii16,True,4,7,4,R0_INDEPENDENT,window_cost_cluster,334342,0,0,0,0,334342,592020,1337368,2174912,0.9327788757136584,1.0,1.3602449665772725,1.516556586933238,1.015625,0.8598346449143355,0.8598346449143355,0.8598346449143355,1.0,True,True
chameleon_gcnii16,True,4,7,4,R1_DELTA_V1,window_cost_cluster,334342,238680,238680,229627,9053,104715,270104,1337368,1434112,0.6150636802810716,0.6593885177883059,0.8969299123403914,1.0,0.4633701141853316,1.6278479421928997,1.559444053186943,1.4573765511965169,1.0,False,True
chameleon_gcnii16,True,4,7,4,R2_CHAIN_GAP,window_cost_cluster,334342,0,0,0,0,334342,369037,1337368,1403200,0.6018061045234958,0.6451755289409411,0.8775967658007445,0.9784451981435202,0.6330921305445762,1.5604942078988453,1.3757837309665337,1.149093202964832,1.6826226096570263,False,True
chameleon_gcnii16,True,4,7,4,R3_MOSAIC_ANCHOR,window_cost_cluster,334342,276128,276128,276128,0,58214,540947,1337368,1423104,0.6103425559947299,0.6543271635817909,0.8900452307569147,0.9923241699393074,0.9280080012077294,1.6720727997879616,1.6312143467791247,1.5673806540432695,1.0,True,True
chameleon_gcnii16,True,8,11,4,R0_INDEPENDENT,window_cost_cluster,412429,0,0,0,0,412429,592020,1649716,2470208,1.0594257795344753,1.0,1.3000875774723795,1.4119992683372966,1.015625,0.6988439160829101,0.6988439160829101,0.6988439160829101,1.0,True,True
chameleon_gcnii16,True,8,11,4,R1_DELTA_V1,window_cost_cluster,412429,336680,336680,325210,11470,87219,206368,1649716,1749440,0.7503019323671497,0.7082156644298779,0.9207423874966316,1.0,0.3540294246815986,1.337426829069632,1.2984510348245686,1.2383057504936446,1.0,False,True
chameleon_gcnii16,True,8,11,4,R2_CHAIN_GAP,window_cost_cluster,412429,0,0,0,0,412429,343260,1649716,1712000,0.7342446201141853,0.6930590460398477,0.9010374562112639,0.9785988659228095,0.5888710474308301,1.2698614639944283,1.1190472648074175,0.9341426184781433,1.631780574491639,False,True
chameleon_gcnii16,True,8,11,4,R3_MOSAIC_ANCHOR,window_cost_cluster,412429,360944,360944,360944,0,51485,540403,1649716,1736320,0.7446750109793588,0.7029043708060212,0.9138372406359472,0.9925004572891897,0.9270747557092666,1.3682689723405979,1.3439071526596607,1.305176376547612,1.0,True,True
chameleon_gcnii16,True,12,15,4,R0_INDEPENDENT,window_cost_cluster,475521,0,0,0,0,475521,592020,1902084,2673920,1.1467940272288097,1.0,1.2628842607985975,1.3492652995317294,1.015625,0.6070147340447134,0.6070147340447134,0.6070147340447134,1.0,True,True
chameleon_gcnii16,True,12,15,4,R1_DELTA_V1,window_cost_cluster,475521,430616,430616,421034,9582,54487,120016,1902084,1981760,0.8499396135265701,0.7411440880804212,0.9359792038206934,1.0,0.20589042599912166,1.1837514420898743,1.1644249434304683,1.133579335793358,1.0,False,True
chameleon_gcnii16,True,12,15,4,R2_CHAIN_GAP,window_cost_cluster,475521,0,0,0,0,475521,239708,1902084,1952000,0.8371761089152393,0.730014360938248,0.9219236465858598,0.9849830453738091,0.41122502195871763,1.1064746893193507,0.9745292651600421,0.8129562673677091,1.556226742536753,False,True
chameleon_gcnii16,True,12,15,4,R3_MOSAIC_ANCHOR,window_cost_cluster,475521,446948,446948,446948,0,28573,427266,1902084,1976192,0.8475516029863855,0.7390617520344662,0.9333494544025632,0.9971903762312289,0.7329854249011858,1.2017433888465914,1.191217785134607,1.1740789490910593,1.0,True,True
cora_resgcn16,False,4,7,4,R0_INDEPENDENT,window_cost_cluster,263948,0,0,0,0,263948,704080,1055792,2089280,0.7534388847858198,1.0,1.630945243804956,1.8064855293010902,1.015625,0.9795842626990636,0.9795842626990636,0.9795842626990636,1.0,True,True
cora_resgcn16,False,4,7,4,R1_DELTA_V1,window_cost_cluster,263948,133872,133872,128694,5178,135254,403424,1055792,1156544,0.4170744091580502,0.5535610353806096,0.9028277378097522,1.0,0.5819331610044313,1.826911696407127,1.7070560901037533,1.6703455258827997,1.0,False,True
cora_resgcn16,False,4,7,4,R2_CHAIN_GAP,window_cost_cluster,263948,0,0,0,0,263948,657213,1055792,1163520,0.4195901033973412,0.5568999846837188,0.908273381294964,1.0060317635991367,0.9480200447747416,1.7560721169295415,1.5517042715547142,1.2996250532385012,1.755575437491346,False,True
cora_resgcn16,False,4,7,4,R3_MOSAIC_ANCHOR,window_cost_cluster,263948,134340,134340,134340,0,129608,717980,1055792,1168960,0.4215518833087149,0.5595037524888957,0.9125199840127898,1.0107354324608488,1.0356755446824224,1.8321592015765222,1.7163498271932478,1.5527677360716061,1.0,True,True
