config_id,model_valid,median_density,delta_v1_metadata_ratio,chain_gap_metadata_ratio,anchor_metadata_ratio,chain_gap_relative_metadata_reduction,anchor_relative_metadata_reduction,anchor_byte_ratio,anchor_byte_ratio_to_phase0,anchor_proxy_speedup_rho1_25,anchor_proxy_speedup_rho1_50,anchor_proxy_speedup_rho1_75,anchor_hybrid_combination_speedup,anchor_capture,anchor_padding,anchor_segment_length,anchor_greedy_to_dp,entropy_overhead_median,entropy_overhead_p90,chain_replay_amplification,chain_state_bytes,anchor_independent_decode,null_structural_gain,phase0_proxy,oracle_gap_recovery
cora_gcnii16,True,0.7853391127428702,0.25541220457902514,0.4172128877400295,0.6793845781019202,-0.6334884561514478,-1.6599534631545652,0.7099050863957167,0.908557634905391,1.252091490991056,1.2378013941263855,1.2130453662438578,0.7211988760536997,0.9508999794010654,0.0,13.0,1.0,1.2362459546925566,1.3017433252549298,1.4738153811522197,21664,True,0.0005033835703274203,1.1216443604545807,1.4910553627192626
pubmed_gcnii16,True,0.6742088655435957,0.27836384845564743,0.37768546019932037,0.618003341025511,-0.35680499567277013,-1.2201278810239593,0.6722757095556343,0.9097240592553403,1.4544138520434773,1.4378593365034755,1.409102149773406,0.7715430861723447,0.9511859577676468,0.0,13.0,1.0,1.2301587301587302,1.3144055180627234,1.4570037713769182,157736,True,0.0014169610666474597,1.2905920579611132,0.7168503570419049
cora_deepres28_w128,True,0.44088926329394384,0.3735228951255539,0.4615757997138109,0.6147374388386263,-0.2357362981957487,-0.6457824857884331,0.7427804473237896,0.860824910180958,1.9107009440422829,1.865855585383943,1.828538473676264,0.9730031720417877,0.8990675630836227,0.0,12.5,1.0,1.2144802867383513,1.277957088041744,1.6751225384813828,43328,True,,1.0,1.0577217827796646
chameleon_gcnii16,True,0.7073810850984764,0.3540294246815986,0.5888710474308301,0.9270747557092666,-0.6633392774073501,-1.6186375794696852,0.7029043708060212,0.9138372406359472,1.3439071526596607,1.305176376547612,1.2790728490166599,0.5397843427870515,0.8691136223096747,0.0,13.0,1.0,1.2462686567164178,1.3592869773175316,1.6826226096570263,18216,True,,1.2014246141669964,1.1645017374242277
cora_resgcn16,False,0.3411628472616748,0.6113367799113737,0.9739386193685377,1.0356755446824224,-0.5931294359710058,-0.6941162035638779,0.5189128607453068,0.9110659773510585,1.6910541947371553,1.5186319298284807,1.488259291231911,0.4537864649837933,0.46191271104630166,0.0,13.0,1.0,1.2923502152425725,1.4039457496310062,1.755575437491346,21664,True,,1.6619124591930523,0.8075067560804724
pubmed_deepres28_w128,False,0.42701570979357917,0.19410914439316324,0.3962077062306639,0.4352147337957093,-1.0411594078646553,-1.2421135034946769,0.7172898762304967,0.9162718823106841,1.9384630465263082,1.9098431962791413,1.8716463323535584,1.2358483882394615,0.9382984553686587,0.0,12.5,1.0,1.1869009584664536,1.2468619246861925,1.5548261947140976,315472,True,,1.0,0.7331256317007395
