config_id,dataset,pair_start_layer,pair_end_layer,format,deployable,slice_width,feature_cache_bytes,edge_order,value_bytes,support_index_bytes,row_pointer_stream_bytes,selector_stream_bytes,descriptor_bytes,reserved_capacity_bytes,feature_cache_accesses,feature_cache_hits,feature_cache_misses,feature_read_bytes,feature_writeback_bytes,topology_bytes,output_write_bytes,total_traffic_bytes,exact_layout_pass,exact_decode_pass,traffic_ratio_to_independent_best,support_decode_cycles,anchor_variants,selected_xorflow_tile_slices,traffic_ratio_to_beicsr,traffic_reduction_vs_beicsr
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,DENSE,True,96,524288,O0,43351808,0,0,0,0,86703616,13893588,1647630,12245958,783741312,0,19879536,130055424,933676272,True,True,1.1820254801998953,,,,1.1820254801998953,-0.18202548019989528
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,CSR32,True,96,524288,O0,21777093,87108372,2709504,0,0,349523968,46376115,16597134,29778981,1905854784,0,19879536,271464832,2197199152,True,True,2.7816336996273185,,,,2.7816336996273185,-1.7816336996273185
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,CSR_PACKED,True,96,524288,O0,21777093,19361934,2709504,0,0,132764928,32417594,16032693,16384901,1048633664,0,19879536,135471744,1203984944,True,True,1.5242337459605528,,,,1.5242337459605528,-0.5242337459605528
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,BEICSR,True,96,524288,O0,21777093,5418976,0,0,2709488,86703616,11454380,1207715,10246665,655786560,0,19879536,114229120,789895216,True,True,1.0,,,,1.0,0.0
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,INDEPENDENT_BEST,True,96,524288,O0,21777093,5418976,2709504,169344,0,67906560,38017035,24046815,13970220,894094080,0,19879536,105216896,1019190512,True,True,1.2902857130356389,,,,1.2902857130356389,-0.2902857130356389
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,X0_CAUSAL_INDEPENDENT,True,96,524288,O0,21777093,5075202,0,2646,2709488,70186496,9283655,1492854,7790801,498611264,0,19879536,97294720,620944304,True,True,,21390.0,"{""A0_INDEPENDENT_ROWS"": 2646}",2646.0,0.7861097161018886,0.21389028389811138
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,X1_CAUSAL_AUTO,True,96,524288,O0,21777093,4429022,0,2646,2709488,69542272,9283655,1492854,7790801,498611264,0,19879536,96006272,619011632,True,True,,18842.0,"{""A2_CAUSAL_COHORT"": 2646}",2646.0,0.7836629713174513,0.21633702868254867
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,X2_CAUSAL_FORCE,True,96,524288,O0,21777093,4429022,0,2646,2709488,69542272,9283655,1492854,7790801,498611264,0,19879536,96006272,619011632,True,True,,18842.0,"{""A2_CAUSAL_COHORT"": 2646}",2646.0,0.7836629713174513,0.21633702868254867
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,O0_OFFLINE_MAJORITY,False,96,524288,O0,21777093,4432055,0,2646,2709488,69545088,9283655,1492854,7790801,498611264,0,19879536,96011904,619020080,True,True,,18853.0,"{""A2_CAUSAL_COHORT"": 2646}",2646.0,0.7836736664069124,0.21632633359308762
ogbn_arxiv_deepres8_w128_s17,OGBN-Arxiv,4,5,O1_FREE_SUPPORT,False,96,524288,O0,21777093,0,0,0,2709488,65027712,9283655,1492854,7790801,498611264,0,19879536,86977152,605467952,True,True,,0.0,{},338686.0,0.7665167983496181,0.23348320165038194
