config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
citeseer_deepres8_w128_s7,4,5,128,128,524288,10322,8049,4750,416,375,1527,8159,81.57862483147444,True,True,18897,16999,1.1116536266839225,10738,8840,True,aggregation+combination+support_io; energy_pending
citeseer_deepres8_w128_s7,6,7,128,128,524288,10322,7456,4657,416,352,1503,8159,81.57862483147444,True,True,18897,16383,1.1534517487639626,10738,8224,True,aggregation+combination+support_io; energy_pending
