LayerID, Total Cycles (incl. prefetch), Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 453, 187, 0, 0.5347593582887701, 25.0, 0.4032258064516129,
1, 645, 375, 0, 0.5333333333333333, 25.0, 0.4032258064516129,
2, 453, 187, 0, 1.0695187165775402, 50.0, 0.8064516129032258,
3, 645, 375, 0, 1.0666666666666667, 50.0, 0.8064516129032258,
4, 453, 187, 0, 2.1390374331550803, 100.0, 1.6129032258064515,
5, 645, 375, 0, 2.1333333333333333, 100.0, 1.6129032258064515,
6, 645, 375, 0, 2.1333333333333333, 100.0, 1.6129032258064515,
7, 1291, 751, 0, 2.130492676431425, 100.0, 1.6129032258064508,
8, 1291, 751, 0, 2.130492676431425, 100.0, 1.6129032258064508,
9, 2583, 1503, 0, 2.1290751829673984, 100.0, 1.6129032258064506,
10, 4905, 3007, 0, 2.1283671433322247, 100.0, 1.6129032258064506,
11, 461, 191, 0, 1.0471204188481675, 25.0, 0.7936507936507936,
12, 661, 383, 0, 1.0443864229765014, 25.0, 0.7936507936507936,
13, 461, 191, 0, 2.094240837696335, 50.0, 1.5873015873015872,
14, 661, 383, 0, 2.088772845953003, 50.0, 1.5873015873015872,
15, 461, 191, 0, 4.18848167539267, 100.0, 3.1746031746031744,
16, 661, 383, 0, 4.177545691906006, 100.0, 3.1746031746031744,
17, 661, 383, 0, 4.177545691906006, 100.0, 3.1746031746031744,
18, 1323, 767, 0, 4.172099087353325, 100.0, 3.1746031746031744,
19, 1323, 767, 0, 4.172099087353325, 100.0, 3.1746031746031744,
20, 2647, 1535, 0, 4.169381107491857, 100.0, 3.1746031746031744,
21, 5033, 3071, 0, 4.168023445131879, 100.0, 3.1746031746031687,
22, 469, 195, 0, 1.5384615384615385, 25.0, 1.171875,
23, 677, 391, 0, 1.5345268542199488, 25.0, 1.171875,
24, 469, 195, 0, 3.076923076923077, 50.0, 2.34375,
25, 677, 391, 0, 3.0690537084398977, 50.0, 2.34375,
26, 469, 195, 0, 6.153846153846154, 100.0, 4.6875,
27, 677, 391, 0, 6.138107416879795, 100.0, 4.6875,
28, 677, 391, 0, 6.138107416879795, 100.0, 4.6875,
29, 1355, 783, 0, 6.130268199233717, 100.0, 4.6875,
30, 1355, 783, 0, 6.130268199233717, 100.0, 4.6875,
31, 2711, 1567, 0, 6.12635609444799, 100.0, 4.6875,
32, 5161, 3135, 0, 6.124401913875598, 100.0, 4.6875,
33, 477, 199, 0, 2.0100502512562812, 25.0, 1.5384615384615385,
34, 693, 399, 0, 2.0050125313283207, 25.0, 1.5384615384615385,
35, 477, 199, 0, 4.0201005025125625, 50.0, 3.076923076923077,
36, 693, 399, 0, 4.010025062656641, 50.0, 3.076923076923077,
37, 477, 199, 0, 8.040201005025125, 100.0, 6.153846153846154,
38, 693, 399, 0, 8.020050125313283, 100.0, 6.153846153846154,
39, 693, 399, 0, 8.020050125313283, 100.0, 6.153846153846154,
40, 1387, 799, 0, 8.010012515644556, 100.0, 6.153846153846154,
41, 1387, 799, 0, 8.010012515644556, 100.0, 6.153846153846154,
42, 2775, 1599, 0, 8.005003126954346, 100.0, 6.153846153846154,
