config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
ogbn_arxiv_graphsage8_w128_s7,4,5,128,128,524288,1230998,1180970,612636,21168,15346,42097,340191,99.55818937008915,True,True,1592357,1557675,1.0222652350458215,1252166,1217484,True,aggregation+combination+support_io; energy_pending
ogbn_arxiv_graphsage8_w128_s7,6,7,128,128,524288,1733612,1180076,822035,21168,15053,55770,340191,99.55818937008915,True,True,2094971,1556488,1.3459602643900885,1754780,1216297,True,aggregation+combination+support_io; energy_pending
