LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 30.929240653163202, 0.3654858570536272, 30.929240653163202, 16.05112294512619, 7.801904761904762, 36.18528183716075,
