config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
ogbn_arxiv_deepres8_w128_s17,4,5,128,128,524288,2358354,2037035,1165012,21168,68848,340268,340191,99.55818937008915,True,True,2719713,2467242,1.1023292405041742,2379522,2127051,True,aggregation+combination+support_io; energy_pending
ogbn_arxiv_deepres8_w128_s17,6,7,128,128,524288,2357722,1714829,1107539,21168,63097,322605,340191,99.55818937008915,True,True,2719081,2139285,1.2710232624451627,2378890,1799094,True,aggregation+combination+support_io; energy_pending
