config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
ogbn_arxiv_gin8_residual_w128_s7,4,5,128,128,524288,1362577,1179057,697000,21168,14179,35776,340191,99.55818937008915,True,True,1723936,1554595,1.1089293352931149,1383745,1214404,True,aggregation+combination+support_io; energy_pending
ogbn_arxiv_gin8_residual_w128_s7,6,7,128,128,524288,1956575,1213178,898493,21168,17405,55021,340191,99.55818937008915,True,True,2317934,1591942,1.4560417402141534,1977743,1251751,True,aggregation+combination+support_io; energy_pending
