config_id,density,reported_panel_speedup,reported_oracle_speedup,corrected_oracle_with_dense_fallback,monolithic32_corrected_speedup,partitioned_4x16_speedup,partitioned_16x8_speedup,partitioned_16x8_acc128_speedup,dense_16x8_vs_dense32,partitioned_16x8_acc128_speedup_vs_best_dense,ideal_nnz_compute_bound,fp32_beicsr_free_support_max_speedup,panel_survives_1_10
cora_gcnii16,0.7853391127428702,0.7610248751387579,0.7626977295189385,1.0,0.7634330401307402,1.0674601403922435,1.1639257086131267,1.419931793923932,1.3919528637401135,1.0201004868143597,1.2733352812486398,1.03979172753902,True
pubmed_gcnii16,0.6742088655435957,0.8042190253904296,0.7817053512130231,1.0,0.7921786109076444,1.0859023760452784,1.2137887620943864,1.4925825249564026,2.0052922129624715,0.7443217079825841,1.4832198909068453,1.046350621590839,True
cora_deepres28_w128,0.44088926329394384,0.9279012673185264,0.8397325320472299,1.0,0.8351055043923513,0.9945669442904576,1.0145271259087296,1.2703409707223985,1.4135963827757956,0.8986589002356563,2.2681432351717152,1.070879476099116,False
chameleon_gcnii16,0.7073810850984764,0.7857462927792259,0.7900047075233196,1.0,0.7739251987816893,1.0543791292563103,1.1068737944525764,1.3378575486327555,1.1563246456818304,1.156991294468072,1.413665167285025,1.044177036477657,True
