config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
ogbn_arxiv_deepres8_w128_s17,4,5,256,128,524288,2358354,2037035,1165012,21168,17212,85067,1360767,99.55796988022196,True,True,3740289,3436182,1.0885014239641555,2379522,2075415,True,aggregation+combination+support_io; energy_pending
ogbn_arxiv_deepres8_w128_s17,6,7,256,128,524288,2357722,1714829,1107539,21168,15775,80652,1360767,99.55796988022196,True,True,3739657,3112539,1.201481170195779,2378890,1751772,True,aggregation+combination+support_io; energy_pending
