LayerID, Total Cycles (incl. prefetch), Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 453, 190, 0, 0.03289473684210526, 6.25, 0.024606299212598423,
1, 645, 381, 0, 0.03280839895013123, 6.25, 0.024606299212598423,
2, 453, 190, 0, 0.06578947368421052, 12.5, 0.049212598425196846,
3, 645, 381, 0, 0.06561679790026247, 12.5, 0.049212598425196846,
4, 453, 190, 0, 0.13157894736842105, 25.0, 0.09842519685039369,
5, 645, 381, 0, 0.13123359580052493, 25.0, 0.09842519685039369,
6, 453, 190, 0, 0.2631578947368421, 50.0, 0.19685039370078738,
7, 907, 381, 0, 0.26246719160104987, 50.0, 0.19685039370078738,
8, 715, 190, 0, 0.5263157894736842, 100.0, 0.39370078740157477,
9, 1431, 381, 0, 0.5249343832020997, 100.0, 0.39370078740157477,
10, 2601, 763, 0, 0.5242463958060288, 100.0, 0.39370078740157477,
11, 455, 191, 0, 0.06544502617801047, 6.25, 0.049019607843137254,
12, 649, 383, 0, 0.06527415143603134, 6.25, 0.049019607843137254,
13, 455, 191, 0, 0.13089005235602094, 12.5, 0.09803921568627451,
14, 649, 383, 0, 0.13054830287206268, 12.5, 0.09803921568627451,
15, 455, 191, 0, 0.2617801047120419, 25.0, 0.19607843137254902,
16, 649, 383, 0, 0.26109660574412535, 25.0, 0.19607843137254902,
17, 455, 191, 0, 0.5235602094240838, 50.0, 0.39215686274509803,
18, 911, 383, 0, 0.5221932114882507, 50.0, 0.39215686274509803,
19, 717, 191, 0, 1.0471204188481675, 100.0, 0.7843137254901961,
20, 1435, 383, 0, 1.0443864229765014, 100.0, 0.7843137254901961,
21, 2609, 767, 0, 1.0430247718383312, 100.0, 0.7843137254901961,
22, 457, 192, 0, 0.09765625, 6.25, 0.0732421875,
23, 653, 385, 0, 0.09740259740259741, 6.25, 0.0732421875,
24, 457, 192, 0, 0.1953125, 12.5, 0.146484375,
25, 653, 385, 0, 0.19480519480519481, 12.5, 0.146484375,
26, 457, 192, 0, 0.390625, 25.0, 0.29296875,
27, 653, 385, 0, 0.38961038961038963, 25.0, 0.29296875,
28, 457, 192, 0, 0.78125, 50.0, 0.5859375,
29, 915, 385, 0, 0.7792207792207793, 50.0, 0.5859375,
30, 719, 192, 0, 1.5625, 100.0, 1.171875,
31, 1439, 385, 0, 1.5584415584415585, 100.0, 1.171875,
32, 2617, 771, 0, 1.556420233463035, 100.0, 1.171875,
33, 459, 193, 0, 0.12953367875647667, 6.25, 0.09727626459143969,
34, 657, 387, 0, 0.12919896640826872, 6.25, 0.09727626459143969,
35, 459, 193, 0, 0.25906735751295334, 12.5, 0.19455252918287938,
36, 657, 387, 0, 0.25839793281653745, 12.5, 0.19455252918287938,
37, 459, 193, 0, 0.5181347150259067, 25.0, 0.38910505836575876,
38, 657, 387, 0, 0.5167958656330749, 25.0, 0.38910505836575876,
39, 459, 193, 0, 1.0362694300518134, 50.0, 0.7782101167315175,
40, 919, 387, 0, 1.0335917312661498, 50.0, 0.7782101167315175,
41, 721, 193, 0, 2.0725388601036268, 100.0, 1.556420233463035,
42, 1443, 387, 0, 2.0671834625322996, 100.0, 1.556420233463035,
43, 2625, 775, 0, 2.064516129032258, 100.0, 1.556420233463035,
44, 461, 194, 0, 0.16108247422680413, 6.25, 0.12112403100775193,
45, 661, 389, 0, 0.16066838046272494, 6.25, 0.12112403100775193,
46, 461, 194, 0, 0.32216494845360827, 12.5, 0.24224806201550386,
