config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,edge_order,feature_cache_bytes,nodes,edges,pair_active_values,aggregation_active_values,aggregation_simd_cycles_8x16,aggregation_load_imbalance,selected_xorflow_tile_slices,total_tile_slices,anchor_variants,beicsr_support_bits,xorflow_support_bits,support_ratio_to_beicsr,xorflow_metadata_read_bytes,beicsr_feature_read_bytes,xorflow_feature_read_bytes,beicsr_writeback_bytes,xorflow_writeback_bytes,topology_bytes,beicsr_output_write_bytes,xorflow_output_write_bytes,beicsr_cache_hits,xorflow_cache_hits,beicsr_cache_misses,xorflow_cache_misses,beicsr_total_bytes,xorflow_total_bytes,traffic_reduction,support_decode_cycles,descriptor_cycles,beicsr_serialized_cycles,xorflow_serialized_cycles,xorflow_overlapped_cycles,serialized_speedup,double_buffered_speedup,exact_decode_pass,causal_deployable
ogbn_arxiv_deepres8_w128_s17,4,5,96,128,O0,524288,169343,2315598,21777093,288854721,2329548,1.0325011199228056,2646,2646,"{""A2_CAUSAL_COHORT"": 2646}",54189760,35432173,0.653853661651205,4514560,655786560,498611264,0,0,19879536,114229120,96006272,1207715,1492854,10246665,7790801,789895216,619011632,0.21633702868254867,18842,42336,3127865,2479193,2460351,1.261646430915221,1.2713084433887685,True,True
ogbn_arxiv_deepres8_w128_s17,6,7,96,128,O0,524288,169343,2315598,20646660,274715484,2214888,1.0320855009040222,2646,2646,"{""A2_CAUSAL_COHORT"": 2646}",54189760,32478811,0.5993532911014923,4144512,580444160,497298368,0,0,19879536,101213184,95023616,1160627,1493917,9069440,7770287,701536880,616346032,0.12143459656746769,17114,42336,2782715,2467052,2449938,1.1279514983875492,1.135830784289235,True,True
