config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,feature_cache_bytes,beicsr_memory_cycles,xorflow_memory_cycles,aggregation_cycles,descriptor_cycles,support_decode_cycles,support_encode_cycles,combination_scalesim_cycles_per_engine,combination_scalesim_utilization,combination_scalesim_success,support_cache_fits,beicsr_host_cycles,xorflow_host_cycles,host_speedup,beicsr_stream_cycles,xorflow_stream_cycles,double_buffered,model_scope
ogbn_arxiv_deepres8_w256_s7,4,5,256,128,524288,3591986,2772747,2176173,21168,33009,160231,1360767,99.55796988022196,True,True,4973921,4187691,1.1877478543665232,3613154,2826924,True,aggregation+combination+support_io; energy_pending
ogbn_arxiv_deepres8_w256_s7,6,7,256,128,524288,3591117,2539474,2078986,21168,29270,151518,1360767,99.55796988022196,True,True,4973052,3950679,1.2587841229317795,3612285,2589912,True,aggregation+combination+support_io; energy_pending
