kernel,tile_rows,slice_width,repetitions,median_us,p05_us,p95_us,throughput_gbps,event_rate_per_s,device,success,error
xor_decode,128,128,100,7.615999784320593,7.2639998979866505,8.224000222980976,8.605042260495065,2151260565.123766,NVIDIA GeForce RTX 5090,true,
popcount,128,128,100,15.039999969303608,14.751999638974667,16.3199994713068,4.357446817404115,1089361704.351029,NVIDIA GeForce RTX 5090,true,
packed_gather,128,128,100,35.42400151491165,34.55999866127968,38.24000060558319,1.8500450880009356,462511272.0002338,NVIDIA GeForce RTX 5090,true,
xor_decode,256,128,100,7.648000027984381,7.455999962985516,7.903999648988247,17.138075251098535,4284518812.774633,NVIDIA GeForce RTX 5090,true,
popcount,256,128,100,15.00799972563982,14.720000326633453,15.647999942302704,8.733475639400183,2183368909.8500457,NVIDIA GeForce RTX 5090,true,
packed_gather,256,128,100,35.232000052928925,34.623999148607254,37.43999823927879,3.7202543086708375,930063577.1677094,NVIDIA GeForce RTX 5090,true,
xor_decode,128,256,100,7.519999984651804,6.752000190317631,8.576000109314919,17.42978726961646,4357446817.404116,NVIDIA GeForce RTX 5090,true,
popcount,128,256,100,15.00799972563982,14.688000082969666,15.615999698638916,8.733475639400183,2183368909.8500457,NVIDIA GeForce RTX 5090,true,
packed_gather,128,256,100,35.50399839878082,34.912001341581345,42.080000042915344,3.691753208407673,922938302.1019185,NVIDIA GeForce RTX 5090,true,
