config_id,cache_bytes,serialized_speedup,double_buffered_speedup
cora_gcnii16,262144,1.058371129954644,1.1095720487905727
cora_gcnii16,524288,1.0439755472293433,1.0944800496175315
cora_gcnii16,1048576,1.0439755472293433,1.0944800496175315
pubmed_gcnii16,262144,1.1390671927448324,1.1649476774824965
pubmed_gcnii16,524288,1.128133874239351,1.1637546818438618
pubmed_gcnii16,1048576,1.0595542759650245,1.1039635585923395
cora_deepres28_w128,262144,1.3189498546511629,1.4605170505985314
cora_deepres28_w128,524288,1.112610946745562,1.2343830136424248
cora_deepres28_w128,1048576,1.112610946745562,1.2343830136424248
