control,density,support_bits,support_ratio_to_beicsr,exactness_pass,ratio_over_real
real_trained,0.47234570701180445,75303424,0.6948123040220144,True,1.0
density_matched_independent,0.47236333949439896,134794752,1.2437289997224568,True,1.7900215533360078
