nodes,edges,density,support_ratio_to_beicsr,roofline_serialized_speedup,roofline_double_buffered_speedup,exactness_pass,evidence_type
4096,5930,0.4594669342041015,0.6974609375,0.8840109753055625,1.057910447761194,True,fixed_model_graph_scale
16384,26086,0.4622259140014648,0.70244140625,1.0111261719191234,1.1890150760443647,True,fixed_model_graph_scale
65536,215658,0.4663108587265014,0.70628662109375,1.1697663926208142,1.2838554084290064,True,fixed_model_graph_scale
169343,2315598,0.4723457070118044,0.6948123040220144,1.31834265255891,1.3531388393838042,True,fixed_model_graph_scale
