LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 8.131017369727047, 8.131017369727047, 8.131017369727047, 7.801904761904762, 8.928610354223434, 32.0,
