config_id,pair_start_layer,pair_end_layer,slice_width,tile_rows,edge_order,feature_cache_bytes,nodes,edges,pair_active_values,aggregation_active_values,aggregation_simd_cycles_8x16,aggregation_load_imbalance,selected_xorflow_tile_slices,total_tile_slices,anchor_variants,beicsr_support_bits,xorflow_support_bits,support_ratio_to_beicsr,xorflow_metadata_read_bytes,beicsr_feature_read_bytes,xorflow_feature_read_bytes,beicsr_writeback_bytes,xorflow_writeback_bytes,topology_bytes,beicsr_output_write_bytes,xorflow_output_write_bytes,beicsr_cache_hits,xorflow_cache_hits,beicsr_cache_misses,xorflow_cache_misses,beicsr_total_bytes,xorflow_total_bytes,traffic_reduction,support_decode_cycles,descriptor_cycles,beicsr_serialized_cycles,xorflow_serialized_cycles,xorflow_overlapped_cycles,serialized_speedup,double_buffered_speedup,exact_decode_pass,causal_deployable
ogbn_arxiv_deepres8_w128_s17,4,5,128,128,O0,262144,169343,2315598,21777093,288854721,2329548,1.0325011199228056,1323,1323,"{""A2_CAUSAL_COHORT"": 1323}",48770784,35249824,0.7227651702297835,4448448,522464768,431375232,0,0,19879536,86702976,86249472,1098759,784618,8163512,6740238,629047280,541952688,0.13845476289159064,17903,21168,2478384,2156074,2138171,1.1494893032428386,1.1591140278303278,True,True
ogbn_arxiv_deepres8_w128_s17,6,7,128,128,O0,262144,169343,2315598,20646660,274715484,2214888,1.0320855009040222,1323,1323,"{""A2_CAUSAL_COHORT"": 1323}",48770784,32305270,0.6623898028787071,4080768,522317184,361184576,0,0,19879536,86691200,74431488,1098733,764278,8161206,5643509,628887920,459576368,0.269223730676843,16500,21168,2477762,1832889,1816389,1.3518341809023897,1.364114184791914,True,True
