config_id,model_valid,median_density,median_proxy_speedup_rho1_10,median_proxy_speedup_rho1_25,median_proxy_speedup_rho1_50,median_byte_ratio,median_rho_delta_max_1_15,median_padding,metadata_ratio,metadata_reduction,greedy_segment_length,greedy_to_dp,grouping_gain_over_random,oracle_gap_recovery,phase0_proxy_speedup,relative_proxy_improvement,fallback_overhead_fraction,global_oracle_proxy,delta_selection_fraction
chameleon_gcnii16,True,0.734663208168643,1.318036281144642,1.2801664666179626,1.2218919490259896,0.8687052882592229,1.84760063747578,0.03406795770464536,0.7294114667747164,0.27058853322528365,2.6,1.0011681611966117,0.05840140820432649,1.1645017374242275,1.2014246141669964,0.06554040222120938,0.001,1.2697048184613031,1.0
cora_gcnii16,True,0.7882258585672083,1.2131223139434582,1.1860804759284782,1.143593856263188,0.8824747411750031,1.4691035796645948,0.026763619178553015,0.6899587446589067,0.3100412553410933,3.25,1.001414530919518,0.055002778980496325,1.4910553627192626,1.1216443604545807,0.05744790215660056,0.001,1.1650023159455802,1.0
cora_resgcn16,False,0.3298155926883309,1.761148606807387,1.6392207701588004,1.6392207701588004,0.842432332903701,2.161639382651436,0.04072325861290808,0.7832636586420643,0.21673634135793574,1.0,1.0,0.03478813792022417,0.8075067560804724,1.6619124591930523,-0.013653961680550775,0.001,1.739422412750517,0.0
pubmed_gcnii16,True,0.6790658124968302,1.4125877042952144,1.3805640193841477,1.3303003335845989,0.8497024609360003,2.5857012881107133,0.02033407664926107,0.625192222260192,0.374807777739808,3.25,1.0008548322545088,0.07675252747899974,0.7168503570419049,1.2905920579611132,0.06971371074851707,0.001,1.4236650890154863,1.0
cora_deepres28_w128,True,0.43713360875184637,1.8114893916181503,1.7316623325629688,1.613182891743787,0.8991421677293503,2.978951145436998,0.04536189480058777,0.6648568151042866,0.3351431848957134,3.5714285714285716,1.0012301031434954,0.08609591073405243,1.0577217827796646,1.0,0.7316623325629688,0.001,1.7431670657122238,1.0
pubmed_deepres28_w128,False,0.4186829576000406,1.8688615401853044,1.8233623197963453,1.7524615009747881,0.8703974232869098,4.860804559819675,0.022041789588115635,0.677157732914945,0.32284226708505503,3.125,1.0009642231760116,0.0815743661483539,0.7331256317007395,1.0,0.8233623197963453,0.001,1.8794763446465024,1.0
