config_id,trace_state,window_start,window_end,W,tile_size,cohort_size,grouping_method,num_cohorts,regular_feature_planes,delta_feature_planes,absent_feature_planes,regular_slots,regular_true_nnz,regular_holes,delta_active_nnz,initial_mask_bits,transition_dense_bits,transition_sparse_bytes,flip_count,total_nnz,dense_bytes,independent_bitmap_bytes,phase0_mosaic_bytes,mosaic_delta_bytes,selected_bytes,selected_representation,byte_ratio_to_best_baseline,proxy_cycles_rho1_10,proxy_cycles_rho1_25,proxy_cycles_rho1_50,proxy_cycles_rho1_75,proxy_speedup_rho1_10,proxy_speedup_rho1_25,proxy_speedup_rho1_50,proxy_speedup_rho1_75,rho_delta_max_for_1x,rho_delta_max_for_1_15x,rho_delta_max_for_1_25x,grouping_objective,cluster_iterations,exact_decode_pass
pubmed_deepres28_w128,trained,24,27,4,128,32,first_layer_rcm_cost_reused,617,26472,15403,37101,3384096,3317402,66694,605231,492680,368824,53593,105582,3922633,40380416,19293248,17779584,16394688,16394688,mosaic_delta,0.8497629844389084,4184907.244,4275691.894,4426999.644,4468458.104,1.8746570814079435,1.8348529768969362,1.7721406439760716,1.7556986811574231,7.164550328717465,5.473798260139698,4.5720638235648865,4265596.79,0,True
pubmed_deepres28_w128,trained,24,27,4,128,32,window_cost_cluster,617,26455,15369,37152,3381920,3320040,61880,602593,491592,373144,53260,106067,3922633,40380416,19293248,17766336,16374336,16374336,mosaic_delta,0.8487081076239729,4179830.4439999997,4270219.394,4420867.644,4470116.104,1.876934030006314,1.8372044328736894,1.7745987059005468,1.7550474791873547,7.199524322386752,5.501370568165593,4.5956885659143065,4260124.29,3,True
pubmed_deepres28_w128,trained,24,27,4,128,32,window_global_oracle,617,28432,8176,42368,3634976,3598990,35986,323643,261200,258768,22828,107060,3922633,40380416,19293248,17083776,16203520,16203520,mosaic_delta,0.8398544402684297,4115051.4439999997,4163597.894,4166518.104,4166518.104,1.9064806617275427,1.884251601554874,1.8829309759792658,1.8829309759792658,12.656899608519263,9.495096123761705,7.808800931891002,4153502.79,0,True
pubmed_deepres28_w128,random_init,4,7,4,128,32,window_cost_cluster,617,26230,35978,16768,3352904,3281062,71842,1635854,1149976,1808584,71596,1027049,4916916,40380416,23643200,21449088,20700480,21449088,phase0_mosaic,0.907199025512621,5296335.104,5296335.104,5296335.104,5296335.104,1.8567239056632017,1.8567239056632017,1.8567239056632017,1.8567239056632017,3.8608610303853523,3.076760652765813,2.6585737847020576,5562844.54,6,True
pubmed_deepres28_w128,random_init,8,11,4,128,32,window_cost_cluster,617,31443,24578,22955,4019088,3967756,51332,980247,785728,1325312,45575,654164,4948003,40380416,24411648,21627008,20600128,21627008,phase0_mosaic,0.8859298643008452,5253232.8440000005,5335502.104,5335502.104,5335502.104,1.8837935217934914,1.8547469023732577,1.8547469023732577,1.8547469023732577,5.846628411002533,4.529834387348957,3.8275442414003815,5390174.79,6,True
pubmed_deepres28_w128,random_init,12,15,4,128,32,window_cost_cluster,617,32859,20816,25301,4200444,4130924,69520,826127,665440,1109792,41926,480610,4957051,40380416,24412608,21652160,20667584,21652160,phase0_mosaic,0.886925313346284,5258412.8440000005,5345390.104,5345390.104,5345390.104,1.8853791617583382,1.8547013046963952,1.8547013046963952,1.8547013046963952,6.747780861780331,5.182472211741738,4.347640931721151,5372236.79,6,True
pubmed_deepres28_w128,random_init,16,19,4,128,32,window_cost_cluster,617,33420,18285,27271,4272036,4221355,50681,744510,584472,1024712,35663,459928,4965865,40380416,24667200,21539712,20586688,21539712,phase0_mosaic,0.8732126872932477,5236216.144,5305225.104,5305225.104,5305225.104,1.8967379739242483,1.8720657098059301,1.8720657098059301,1.8720657098059301,7.420410686223153,5.680416537751998,4.75241965856738,5337797.54,6,True
pubmed_deepres28_w128,random_init,20,23,4,128,32,window_cost_cluster,617,34306,17808,26862,4384904,4328505,56399,701398,569352,1015640,33491,482575,5029903,40380416,24995968,21785152,20856512,21785152,phase0_mosaic,0.8715466430425899,5300891.944,5368144.104,5368144.104,5368144.104,1.8977572277032628,1.8739821072433713,1.8739821072433713,1.8739821072433713,7.899291072971408,6.028529239182815,5.030789594495564,5396006.54,4,True
pubmed_deepres28_w128,random_init,24,27,4,128,32,window_cost_cluster,617,32148,18223,28605,4109328,4055904,53424,815036,582536,1072856,35577,473272,4870940,40380416,23916544,21304512,20219392,21304512,phase0_mosaic,0.8907855583147799,5151782.744,5265628.104,5265628.104,5265628.104,1.8909725980478962,1.8500888797292092,1.8500888797292092,1.8500888797292092,6.7441584911586725,5.185110792652104,4.3536186867819335,5263943.04,6,True
cora_gcnii16,trained,4,4,1,64,16,window_cost_cluster,170,7277,2904,699,115958,112043,3915,16173,46464,0,0,0,128216,693248,616256,600192,577152,577152,mosaic_delta,0.936545851074878,137106.732,139532.682,143575.932,147619.182,1.2640663041986882,1.2420889322545954,1.207110395076523,1.1740479634956926,3.34934025845545,1.9515839335016236,1.2061138935262479,139359.37,6,True
cora_gcnii16,trained,5,5,1,64,16,window_cost_cluster,170,7342,2880,658,117016,113415,3601,16347,46080,0,0,0,129762,693248,622400,605312,582016,582016,mosaic_delta,0.9351156812339332,138344.132,140796.182,144882.932,148969.682,1.2527600375562007,1.2309424697325955,1.1962209599678726,1.1634045107245379,3.2497020860096653,1.8668236958782505,1.1292885544748277,140622.87,1,True
cora_gcnii16,trained,6,6,1,64,16,window_cost_cluster,170,7400,2898,582,117944,114419,3525,15860,46368,0,0,0,130279,693248,624576,605696,583872,583872,mosaic_delta,0.9348293882569936,138745.432,141124.432,145089.432,149054.432,1.2491366202240086,1.2280793449003926,1.1945184264006217,1.1627430172623112,3.2904085750315257,1.8650672734250795,1.1048852459016398,140951.12,2,True
cora_gcnii16,trained,7,7,1,64,16,window_cost_cluster,170,7457,2765,658,118862,115302,3560,15196,44240,0,0,0,130498,693248,625024,605888,584384,584384,mosaic_delta,0.9349784968257219,138867.032,141146.432,144945.432,148744.432,1.2480428039968479,1.227887928474168,1.1957051533710976,1.1651663035023725,3.3781179257699394,1.890495324856657,1.0970966043695713,140973.12,6,True
cora_gcnii16,trained,8,8,1,64,16,window_cost_cluster,170,7478,2723,679,119210,115697,3513,15348,43568,0,0,0,131045,693248,624512,608256,586624,586624,mosaic_delta,0.9393318302930929,139361.232,141663.432,145500.432,149337.432,1.2436170196888043,1.2234067575039407,1.1911442297298471,1.1605395759048542,3.3233567891581965,1.8504669635471567,1.064925723221267,141490.12,1,True
cora_gcnii16,trained,9,9,1,64,16,window_cost_cluster,170,7725,2561,594,123162,119644,3518,14269,40976,0,0,0,133913,693248,637696,617792,598272,598272,mosaic_delta,0.9381774387796066,142045.332,144185.682,147752.932,151320.182,1.2201175326197977,1.2020056193929158,1.1729851831299023,1.145333013146918,3.3033765505641597,1.7191090445386334,0.8741663746583507,144012.37,1,True
cora_gcnii16,trained,10,10,1,64,16,window_cost_cluster,170,7894,2462,524,125860,122521,3339,14088,39392,0,0,0,136609,693248,648832,628032,607872,607872,mosaic_delta,0.9368711777470902,144494.232,146607.432,150129.432,153651.432,1.199438881408083,1.1821501654841073,1.1544172098113312,1.1279556444355168,3.1578563316297554,1.5532344517690062,0.6974361158432713,146434.12,2,True
cora_gcnii16,trained,11,11,1,64,16,window_cost_cluster,170,8086,2209,585,128962,125584,3378,12769,35344,0,0,0,138353,693248,654400,632832,614720,614720,mosaic_delta,0.9393643031784841,146019.332,147934.682,151126.932,154319.182,1.1869113330829373,1.17154407375547,1.1467975807250557,1.123074900695106,3.2509891142611007,1.4806145317974595,0.5364147544835153,147761.37,5,True
cora_gcnii16,trained,12,12,1,64,16,window_cost_cluster,170,8151,2175,554,129984,126438,3546,12587,34800,0,0,0,139025,693248,654656,636352,618752,618752,mosaic_delta,0.9451559292208427,146824.132,148712.182,151858.932,155005.682,1.180405411829712,1.1654189836310787,1.1412697147112822,1.118100948067181,3.2181520616509096,1.4221789907461475,0.4643266862636058,148538.87,2,True
cora_gcnii16,trained,13,13,1,64,16,window_cost_cluster,170,8198,2186,496,130730,127501,3229,12884,34976,0,0,0,140385,693248,661760,641216,622464,622464,mosaic_delta,0.9406189555125726,147901.832,149834.432,153055.432,156276.432,1.1718042816400003,1.1566900724127283,1.1323479195432933,1.1090091946813836,3.0856783607575284,1.3311057867526979,0.39533374728345283,149661.12,5,True
cora_gcnii16,trained,14,14,1,64,16,window_cost_cluster,170,8407,2002,471,134080,130608,3472,11608,32032,0,0,0,142216,693248,669440,647232,630656,630656,mosaic_delta,0.9420650095602294,149756.232,151497.432,154399.432,157301.432,1.1572940750806284,1.143992988607226,1.122491176003808,1.101782722486595,3.1442005513439004,1.1967580079705167,0.1581219848380432,151324.12,2,True
cora_gcnii16,trained,15,15,1,64,16,window_cost_cluster,170,8513,1930,437,135788,132468,3320,11386,30880,0,0,0,143854,693248,676416,653056,635328,635328,mosaic_delta,0.9392563156400795,151184.032,152891.932,155738.432,158584.932,1.1463644520341936,1.1335588329147415,1.1128402782429452,1.0928654936775457,3.0586580010539257,1.0732449461199505,0.014357983488495143,152718.62,3,True
cora_gcnii16,trained,16,16,1,64,16,window_cost_cluster,170,8643,1864,373,137850,134594,3256,10664,29824,0,0,0,145258,693248,682176,657728,641920,641920,mosaic_delta,0.9409888357256778,152418.832,154018.432,156684.432,159350.432,1.1370773396295282,1.125267915985536,1.1061213790531532,1.087615501412635,3.075476369092273,0.9556420626895872,-0.1749362340585141,153845.12,4,True
cora_gcnii16,trained,4,4,1,128,16,window_cost_cluster,170,7338,2764,778,116934,114102,2832,14114,44224,0,0,0,128216,693248,616256,591744,572800,572800,mosaic_delta,0.9294838508671721,135747.832,137864.932,141393.432,144921.932,1.276720205741481,1.2571144633067386,1.2257429326703095,1.19589904445933,3.773762221907326,2.1720962842937337,1.3178744508998164,137691.62,7,True
cora_gcnii16,trained,5,5,1,128,16,window_cost_cluster,170,7449,2615,816,118728,116044,2684,13718,41840,0,0,0,129762,693248,622400,596416,578304,578304,mosaic_delta,0.9291516709511568,137032.232,139089.932,142519.432,145948.932,1.2647535362337237,1.2460427401747525,1.216058733660965,1.1874838522285316,3.7573173932060064,2.109415873780563,1.2305350634203243,138916.62,6,True
cora_gcnii16,trained,6,6,1,128,16,window_cost_cluster,170,7470,2610,800,119064,116658,2406,13621,41760,0,0,0,130279,693248,624576,597120,578944,578944,mosaic_delta,0.9269392355774158,137258.532,139301.682,142706.932,146112.182,1.2626683199555129,1.2441486528497194,1.2144609765697998,1.1861570857931614,3.7596270464723585,2.099990232473516,1.2148505983407978,139128.37,5,True
cora_gcnii16,trained,7,7,1,128,16,window_cost_cluster,170,7545,2541,794,120270,117604,2666,12894,40656,0,0,0,130498,693248,625024,597696,581056,581056,mosaic_delta,0.9296539012901904,137630.832,139564.932,142788.432,146011.932,1.2592527232560797,1.2418019162578748,1.2137677931780917,1.1869714866864443,3.880710407941678,2.127498600629887,1.1924523033969292,139391.62,7,True
cora_gcnii16,trained,8,8,1,128,16,window_cost_cluster,170,7589,2451,840,120986,118381,2605,12664,39216,0,0,0,131045,693248,624512,599488,582784,582784,mosaic_delta,0.9331830293092847,138048.832,139948.432,143114.432,146280.432,1.2554398142245782,1.2383990125734314,1.2110029546146681,1.1847927821268671,3.8982059380922296,2.1131527918921162,1.1611244472520534,139775.12,5,True
cora_gcnii16,trained,9,9,1,128,16,window_cost_cluster,170,7798,2298,784,124330,121651,2679,12262,36768,0,0,0,133913,693248,637696,611136,594624,594624,mosaic_delta,0.9324568446407066,140873.632,142712.932,145778.432,148843.932,1.230265717859819,1.214409917666046,1.1888727133517254,1.164387406804061,3.7595726635132927,1.9159979576351134,0.932758114500082,142539.62,6,True
cora_gcnii16,trained,10,10,1,128,16,window_cost_cluster,170,7952,2218,710,126788,124255,2533,12354,35488,0,0,0,136609,693248,648832,621696,604736,604736,mosaic_delta,0.9320378772933517,143392.832,145245.932,148334.432,151422.932,1.208651768590497,1.1932313532884349,1.1683868516785099,1.1445558325340048,3.5358491176946734,1.7060034771346737,0.7300858021693383,145072.62,4,True
cora_gcnii16,trained,11,11,1,128,16,window_cost_cluster,170,8107,2116,657,129298,126790,2508,11563,33856,0,0,0,138353,693248,654400,627520,611072,611072,mosaic_delta,0.9337897310513448,144981.732,146716.182,149606.932,152497.682,1.1954057770533464,1.1812739238266166,1.1584489948634198,1.136489405786509,3.565067888956153,1.610046437474856,0.5673683300181619,146542.87,7,True
cora_gcnii16,trained,12,12,1,128,16,window_cost_cluster,170,8150,2070,660,129968,127672,2296,11353,33120,0,0,0,139025,693248,654656,628544,612800,612800,mosaic_delta,0.9360641313911429,145397.732,147100.682,149938.932,152777.182,1.1919855806279014,1.1781862438951847,1.1558839167935384,1.134410241969249,3.5740227252708534,1.5828386291307812,0.5208737778560738,146927.37,7,True
cora_gcnii16,trained,13,13,1,128,16,window_cost_cluster,170,8257,2052,571,131674,129227,2447,11158,32832,0,0,0,140385,693248,661760,634560,618944,618944,mosaic_delta,0.9352998065764023,146880.232,148553.932,151343.432,154132.932,1.1799545632525963,1.1666604691419409,1.1451570623824627,1.1244319935469729,3.4843950528768595,1.4584125252304856,0.3778885104857507,148380.62,4,True
cora_gcnii16,trained,14,14,1,128,16,window_cost_cluster,170,8410,1893,577,134128,131676,2452,10540,30288,0,0,0,142216,693248,669440,641344,625984,625984,mosaic_delta,0.9350860420650096,148575.432,150156.432,152791.432,155381.312,1.166491644459765,1.1542096311931547,1.1343044418878148,1.1153979701239747,3.4633662239089182,1.3185926903720833,0.17471347248576904,149983.12,6,True
cora_gcnii16,trained,15,15,1,128,16,window_cost_cluster,170,8571,1805,504,136716,134198,2518,9656,28880,0,0,0,143854,693248,676416,646656,632384,632384,mosaic_delta,0.9349039644242596,150147.032,151595.432,154009.432,156201.312,1.154281890833513,1.143253445789844,1.125333674368723,1.1095425370050669,3.516971830985915,1.1758457908576798,-0.07275476387738135,151422.12,7,True
cora_gcnii16,trained,16,16,1,128,16,window_cost_cluster,170,8655,1738,487,138042,135684,2358,9574,27808,0,0,0,145258,693248,682176,652160,637696,637696,mosaic_delta,0.9347968852612816,151348.832,152784.932,155178.432,157363.312,1.1451162041343008,1.1343526991261155,1.1168562394031665,1.1013494682928382,3.4121453937748067,1.050967929446601,-0.20832671819511117,152611.62,4,True
cora_gcnii16,trained,4,4,1,256,16,window_cost_cluster,170,7440,2538,902,118544,116437,2107,11779,40608,0,0,0,128216,693248,616256,584640,569536,569536,mosaic_delta,0.9241873507113927,134676.332,136443.182,139387.932,142247.312,1.2868779348698034,1.2702137069773116,1.2433788026929045,1.2183850616453125,4.394760166397827,2.475589350243803,1.4520315816283222,136269.87,7,True
cora_gcnii16,trained,5,5,1,256,16,window_cost_cluster,170,7557,2440,883,120456,118404,2052,11358,39040,0,0,0,129762,693248,622400,589504,576192,576192,mosaic_delta,0.925758354755784,136076.232,137779.932,140619.432,143303.312,1.273639029040722,1.2578900097003967,1.2324896889072914,1.2094068000326468,4.393632681810177,2.4033251414440713,1.341827786582145,137606.62,6,True
cora_gcnii16,trained,6,6,1,256,16,window_cost_cluster,170,7574,2400,906,120731,118847,1884,11432,38400,0,0,0,130279,693248,624576,591360,577280,577280,mosaic_delta,0.9242750281791167,136412.632,138127.432,140985.432,143747.312,1.2704981749783992,1.2547254190608568,1.2292901297773802,1.2056712406559644,4.342886634009797,2.3654624699546676,1.3108362491252628,137954.12,5,True
cora_gcnii16,trained,7,7,1,256,16,window_cost_cluster,170,7618,2326,936,121441,119646,1795,10852,37216,0,0,0,130498,693248,625024,591488,577600,577600,mosaic_delta,0.9241245136186771,136447.632,138075.432,140788.432,143318.312,1.2701722811869685,1.2551979558535802,1.231010229590454,1.2092802209392475,4.512981938813121,2.429871632558216,1.3188794692222636,137902.12,7,True
cora_gcnii16,trained,8,8,1,256,16,window_cost_cluster,170,7686,2195,999,122533,120799,1734,10246,35120,0,0,0,131045,693248,624512,591872,579520,579520,mosaic_delta,0.9279565484730478,136808.032,138344.932,140906.432,143191.312,1.2668262050579018,1.2527527932862768,1.229979338345605,1.2103527621843426,4.679668163185633,2.473352230775108,1.296650400156159,138171.62,7,True
cora_gcnii16,trained,9,9,1,256,16,window_cost_cluster,170,7861,2207,812,125350,123548,1802,10365,35312,0,0,0,133913,693248,637696,604096,590912,590912,mosaic_delta,0.926635889201124,139761.932,141316.682,143907.932,146225.312,1.2400515470836508,1.2264086415501887,1.2043255544802076,1.1852393927530138,4.353582247949831,2.1725969084922103,1.0094047274481432,141143.37,6,True
cora_gcnii16,trained,10,10,1,256,16,window_cost_cluster,170,8081,2034,765,128839,126970,1869,9639,32544,0,0,0,136609,693248,648832,614016,601600,601600,mosaic_delta,0.9272045768396133,142365.332,143811.182,146220.932,148255.312,1.2173750277911761,1.205135773100036,1.1852748962097985,1.1690103893208224,4.328548604627036,1.983293594410391,0.7324909222948445,143637.87,6,True
cora_gcnii16,trained,11,11,1,256,16,window_cost_cluster,170,8196,1956,728,130686,128877,1809,9476,31296,0,0,0,138353,693248,654400,620736,608192,608192,mosaic_delta,0.9293887530562347,143994.032,145415.432,147784.432,149783.312,1.2036054383142767,1.1918404918674657,1.172735163335743,1.1570848426692555,4.212207682566484,1.8266111182483917,0.5542929506120732,145242.12,7,True
cora_gcnii16,trained,12,12,1,256,16,window_cost_cluster,170,8214,1999,667,130968,129279,1689,9746,31984,0,0,0,139025,693248,654656,623808,610560,610560,mosaic_delta,0.9326424870466321,144595.032,146056.932,148493.432,150598.312,1.1986027293109212,1.186605781915233,1.1671357962822222,1.1508229919602286,4.064321773035091,1.7448149965649251,0.5077447157808338,145883.62,6,True
cora_gcnii16,trained,13,13,1,256,16,window_cost_cluster,170,8353,1855,672,133181,131475,1706,8910,29680,0,0,0,140385,693248,661760,628032,615936,615936,mosaic_delta,0.9307543520309478,145816.432,147152.932,149380.432,151146.312,1.188562891183622,1.1777679020354144,1.1602055080413745,1.146650538188454,4.205373737373737,1.668234226321185,0.3150931537598211,146979.62,6,True
cora_gcnii16,trained,14,14,1,256,16,window_cost_cluster,170,8506,1715,659,135621,133778,1843,8438,27440,0,0,0,142216,693248,669440,635008,623104,623104,mosaic_delta,0.9307839388145316,147667.232,148932.932,151042.432,152649.312,1.1736659355814296,1.1636915870292541,1.1474391514034943,1.1353605052605804,4.159739274709646,1.480678710182716,0.05184640910168354,148759.62,4,True
cora_gcnii16,trained,15,15,1,256,16,window_cost_cluster,170,8617,1645,618,137395,135541,1854,8313,26320,0,0,0,143854,693248,676416,641856,629248,629248,mosaic_delta,0.9302677642161037,149268.732,150515.682,152593.932,154173.312,1.1610737069837238,1.1514547700086162,1.1357725548352735,1.1241374901513435,4.013097558041621,1.2937527915941005,-0.15656441717791342,150342.37,6,True
cora_gcnii16,trained,16,16,1,256,16,window_cost_cluster,170,8730,1580,570,139184,137534,1650,7724,25280,0,0,0,145258,693248,682176,646144,633408,633408,mosaic_delta,0.9285111173656065,150376.832,151535.432,153466.432,154791.312,1.152517962341433,1.1437061135642521,1.1293153671546883,1.1196494025452797,4.091776281719317,1.1650656339360121,-0.3958467115484197,151362.12,7,True
cora_gcnii16,trained,4,4,1,64,32,window_cost_cluster,85,3334,1939,167,106232,101750,4482,26466,61872,0,0,0,128216,693248,616256,606656,559808,559808,mosaic_delta,0.9084017031882854,138703.032,142672.932,149289.432,155459.312,1.2495184676280184,1.2147503914757987,1.160912716179401,1.1148383314600028,2.414225043451976,1.5600758315016154,1.1045295851280892,142499.62,5,True
cora_gcnii16,trained,5,5,1,64,32,window_cost_cluster,85,3439,1854,147,109616,105147,4469,24615,59128,0,0,0,129762,693248,622400,609344,566080,566080,mosaic_delta,0.9095115681233933,139986.932,143679.182,149832.932,155251.312,1.238058421053188,1.2062429475691197,1.156701652210877,1.1163319508694394,2.4608929514523665,1.5425133843803274,1.0527109486085724,143505.87,6,True
cora_gcnii16,trained,6,6,1,64,32,window_cost_cluster,85,3493,1810,137,111332,106875,4457,23404,57760,0,0,0,130279,693248,624576,609472,567360,567360,mosaic_delta,0.9083922533046419,140337.832,143848.432,149699.432,154817.312,1.2349627860860783,1.2048236994338597,1.1577331836502893,1.119461368764754,2.516316868911297,1.550417319967602,1.035270893864297,143675.12,4,True
cora_gcnii16,trained,7,7,1,64,32,window_cost_cluster,85,3516,1785,139,112080,107532,4548,22966,56968,0,0,0,130498,693248,625024,610432,568256,568256,mosaic_delta,0.9091746876919926,140586.032,144030.932,149772.432,154859.312,1.232782500042394,1.2032970806576464,1.1571688974109735,1.1191577552662768,2.5325211181746927,1.5482002506540866,1.0232291213097626,143857.62,5,True
cora_gcnii16,trained,8,8,1,64,32,window_cost_cluster,85,3510,1782,148,111900,107691,4209,23354,56904,0,0,0,131045,693248,624512,611264,568640,568640,mosaic_delta,0.9105349456855913,140830.832,144333.932,150172.432,155195.312,1.230639608803845,1.2007710009590815,1.154086656863891,1.1167347632253222,2.498239273786075,1.5302717717102747,1.014022437269847,144160.62,5,True
cora_gcnii16,trained,9,9,1,64,32,window_cost_cluster,85,3672,1595,173,117084,112620,4464,21293,50944,0,0,0,133913,693248,637696,620288,581184,581184,mosaic_delta,0.9113809714973906,143607.732,146801.682,152124.932,156205.312,1.2068430967212824,1.1805859281639566,1.139274132921223,1.109514124590078,2.503164420232001,1.4415050465656205,0.8752867139435498,146628.37,5,True
cora_gcnii16,trained,10,10,1,64,32,window_cost_cluster,85,3774,1540,126,120348,116073,4275,20536,49200,0,0,0,136609,693248,648832,629120,591424,591424,mosaic_delta,0.911521010061156,145998.032,149078.432,154212.432,158107.312,1.187084494399212,1.162555828330687,1.1238523233976363,1.096166886955867,2.43849240358395,1.3376980403448462,0.7506077132839893,148905.12,5,True
cora_gcnii16,trained,11,11,1,64,32,window_cost_cluster,85,3830,1512,98,122152,117929,4223,20424,48288,0,0,0,138353,693248,654400,636032,597760,597760,mosaic_delta,0.9134474327628361,147657.832,150721.432,155827.432,159735.312,1.1737406519689386,1.1498829177790721,1.112204685501074,1.0849949070747738,2.3645652173913043,1.2577343789914688,0.6674245985115553,150548.12,4,True
cora_gcnii16,trained,12,12,1,64,32,window_cost_cluster,85,3863,1484,93,123184,119030,4154,19995,47408,0,0,0,139025,693248,654656,638016,599872,599872,mosaic_delta,0.9163163554599668,148196.932,151196.182,156194.932,160209.312,1.169470903756631,1.1462723311359806,1.1095878578185878,1.0817848091127187,2.3647351837959487,1.2341568870478499,0.6311817954488624,151022.87,5,True
cora_gcnii16,trained,13,13,1,64,32,window_cost_cluster,85,3913,1434,93,124784,120594,4190,19791,45792,0,0,0,140385,693248,661760,643456,605312,605312,mosaic_delta,0.9147001934235977,149534.532,152503.182,157450.932,161317.312,1.1590098800723836,1.1364484184992285,1.1007365774119393,1.0743546235136872,2.310185437825274,1.16795346149875,0.5587630741246024,152329.87,4,True
cora_gcnii16,trained,14,14,1,64,32,window_cost_cluster,85,4000,1378,62,127568,123454,4114,18762,43992,0,0,0,142216,693248,669440,648064,612480,612480,mosaic_delta,0.9149139579349904,151144.632,153958.932,158649.432,162175.312,1.1466632834171708,1.125702794560825,1.0924211818167744,1.0686706741159222,2.290740859183456,1.085863285178646,0.4432619123760796,153785.62,6,True
cora_gcnii16,trained,15,15,1,64,32,window_cost_cluster,85,4101,1249,90,130812,126598,4214,17256,39840,0,0,0,143854,693248,676416,652736,619200,619200,mosaic_delta,0.915413000283849,152635.032,155223.432,159537.432,162491.312,1.1354667256203674,1.116532457548033,1.0863406651800689,1.0665924095683343,2.308291608715809,0.9982595593719147,0.29957579972183623,155050.12,4,True
cora_gcnii16,trained,16,16,1,64,32,window_cost_cluster,85,4169,1186,85,132976,128715,4261,16543,37816,0,0,0,145258,693248,682176,657536,624704,624704,mosaic_delta,0.915751946711699,153967.732,156449.182,160584.932,163675.312,1.1256384552056662,1.1077846351411411,1.0792544346564221,1.0588768573723568,2.2798089826512724,0.9133148133060363,0.18451792298857558,156275.87,4,True
cora_gcnii16,trained,4,4,1,128,32,window_cost_cluster,85,3460,1786,194,110264,106673,3591,21543,56976,0,0,0,128216,693248,616256,594368,555712,555712,mosaic_delta,0.9017551147575034,137204.732,140436.182,145821.932,150635.312,1.2631634308356072,1.2340979192954704,1.1885180618783737,1.150540319523486,2.784100635937427,1.7347614982370958,1.1751139581302514,140262.87,5,True
cora_gcnii16,trained,5,5,1,128,32,window_cost_cluster,85,3569,1682,189,113776,110156,3620,19606,53624,0,0,0,129762,693248,622400,596544,562112,562112,mosaic_delta,0.9031362467866324,138508.032,141448.932,146350.432,150289.312,1.251277615438215,1.2252619906667093,1.1842260909759392,1.1531891236550473,2.8840089768438233,1.7309990286913066,1.11606038967663,141275.62,1,True
cora_gcnii16,trained,6,6,1,128,32,window_cost_cluster,85,3597,1662,181,114660,110984,3676,19295,53024,0,0,0,130279,693248,624576,598976,563776,563776,mosaic_delta,0.902653960446767,139034.932,141929.182,146752.932,150867.312,1.2465356547950122,1.2211160351787274,1.1809781081580026,1.148771047236528,2.8854563358383,1.713861982716857,1.0890116610520864,141755.87,3,True
cora_gcnii16,trained,7,7,1,128,32,window_cost_cluster,85,3599,1648,193,114736,111215,3521,19283,52584,0,0,0,130498,693248,625024,599104,563648,563648,mosaic_delta,0.9018021707966414,139087.732,141980.182,146800.932,150549.312,1.2460624492748218,1.2206774041182733,1.18059195972952,1.1511975557882324,2.883829279676399,1.7115058318996916,1.0862666597521136,141806.87,2,True
cora_gcnii16,trained,8,8,1,128,32,window_cost_cluster,85,3591,1668,181,114492,111191,3301,19854,53256,0,0,0,131045,693248,624512,601600,564736,564736,mosaic_delta,0.9042836646853863,139487.832,142465.932,147429.432,151685.312,1.2424883053598539,1.2165153982216605,1.175559029488766,1.1425760194896128,2.8123743326281856,1.673766845800431,1.066509519492294,142292.62,4,True
cora_gcnii16,trained,9,9,1,128,32,window_cost_cluster,85,3719,1502,219,118588,115167,3421,18746,47968,0,0,0,133913,693248,637696,611328,576704,576704,mosaic_delta,0.9043556804496187,142240.032,145051.932,149738.432,153003.312,1.2184474199218402,1.194827242976674,1.1574316472073114,1.1327336495826965,2.7667705110423557,1.5608645554529905,0.9177147124719944,144878.62,4,True
cora_gcnii16,trained,10,10,1,128,32,window_cost_cluster,85,3869,1389,182,123388,119849,3539,16760,44368,0,0,0,136609,693248,648832,619456,587072,587072,mosaic_delta,0.9048135726967844,144771.432,147285.432,151475.432,154703.312,1.1971422649186754,1.1767083658348505,1.1441591399455457,1.120286293547484,2.8132386634844866,1.4644371692435416,0.7450763723150361,147112.12,4,True
cora_gcnii16,trained,11,11,1,128,32,window_cost_cluster,85,3895,1404,141,124232,120916,3316,17437,44832,0,0,0,138353,693248,654400,627136,593792,593792,mosaic_delta,0.9073838630806846,146371.132,148986.682,153345.932,156637.312,1.1840586161484354,1.1632717614316694,1.1302027888160737,1.1064541250554656,2.65497964099329,1.35854602033158,0.6671147559786663,148813.37,4,True
cora_gcnii16,trained,12,12,1,128,32,window_cost_cluster,85,3940,1376,124,125648,122332,3316,16693,43952,0,0,0,139025,693248,654656,628544,596352,596352,mosaic_delta,0.9109394857757357,146947.732,149451.682,153624.932,156905.312,1.1794125546626335,1.1596523885224657,1.1281502145758475,1.1045642610238715,2.68974300605044,1.3355278833356352,0.6132798178877377,149278.37,4,True
cora_gcnii16,trained,13,13,1,128,32,window_cost_cluster,85,4012,1275,153,127952,124330,3622,16055,40704,0,0,0,140385,693248,661760,634048,602688,602688,mosaic_delta,0.9107350096711799,148473.932,150882.182,154895.932,157949.312,1.1672890834466485,1.1486578315788143,1.1188931675752465,1.0972634056171133,2.6578561195889128,1.2498266556538,0.49887760822173816,150708.87,4,True
