config_id,segment_start,W,panel_builder,panel_width,mean_within_panel_jaccard,median_within_panel_jaccard,mean_cross_panel_jaccard,panel_similarity_separation,mean_selected_rows_per_panel,mean_row_panel_occupancy,p10_row_panel_occupancy,p50_row_panel_occupancy,p90_row_panel_occupancy,dense_nnz_capture,padding_fraction,residual_fraction,cost_before_swaps,cost_after_swaps,accepted_swaps
pubmed_gcnii16,4,13,P3_COST_AWARE,4,0.8725335063767674,0.8980986153837747,0.568576442776903,0.3039570635998644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16908189.5,16907976.5,2
pubmed_gcnii16,4,13,P3_COST_AWARE,4,0.8725335063767674,0.8980986153837747,0.568576442776903,0.3039570635998644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16908189.5,16907976.5,2
pubmed_gcnii16,4,13,P4_FIXED_BSR,4,0.5719797464358605,0.5286445827410802,0.5836041307739482,-0.011624384338087768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16905665.5,16905665.5,0
pubmed_gcnii16,4,13,P0_CONTIGUOUS,8,0.5664040507078745,0.5407812120372624,0.5851314059069529,-0.01872735519907842,14.812096774193549,0.10342808128761219,0.0,0.0,0.8305164876705956,0.149647801206663,0.13352228704490915,0.850352198793337,16737078.5,16737078.5,0
pubmed_gcnii16,4,13,P1_DENSITY_SORTED,8,0.7553939529567086,0.7988525463258107,0.5615076681258485,0.19388628483086012,50.97016129032258,0.3885376538988104,0.0,0.0,0.9550248579545455,0.5435141615949022,0.083255302535823,0.4564858384050978,15951953.0,15951953.0,0
pubmed_gcnii16,4,13,P2_CORRELATION,8,0.8184633367651661,0.8738472414006597,0.5536239951497913,0.2648393416153748,55.943548387096776,0.4514331971707677,0.0,0.0,0.9862030862282879,0.615994591001935,0.05036923359983943,0.384005408998065,15591637.0,15591637.0,0
pubmed_gcnii16,4,13,P3_COST_AWARE,8,0.8261789160058284,0.8722623646670746,0.5526595477447086,0.2735193682611198,54.465322580645164,0.4478543002699265,0.0,0.0,0.9901405638852673,0.608741123150094,0.041446939056767745,0.391258876849906,15591637.0,15546162.5,2
pubmed_gcnii16,4,13,P3_COST_AWARE,8,0.8261789160058284,0.8722623646670746,0.5526595477447086,0.2735193682611198,55.19435483870968,0.45410550361220237,0.0,0.0,0.9901405638852673,0.6135984981676006,0.04115035045263266,0.38640150183239935,15591637.0,15546162.5,2
pubmed_gcnii16,4,13,P4_FIXED_BSR,8,0.5664040507078745,0.5407812120372624,0.5851314059069529,-0.01872735519907842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16886069.5,16886069.5,0
pubmed_gcnii16,4,13,P0_CONTIGUOUS,16,0.5790138986808188,0.5474748757504986,0.5843120542819208,-0.005298155601102028,125.36451612903225,0.6754362747956689,0.5649676983173078,0.6713303786057692,0.8083721454326923,0.9948459727584471,0.3194111736692405,0.0051540272415529385,10289905.0,10289905.0,0
pubmed_gcnii16,4,13,P1_DENSITY_SORTED,16,0.7271770183752319,0.7791349996520682,0.5380110793774167,0.1891659389978152,109.61935483870968,0.7280845123640086,0.4820499704288767,0.7937950721153846,0.9347702545002236,0.9789045097195872,0.23063179207247606,0.021095490280412754,9507872.0,9507872.0,0
pubmed_gcnii16,4,13,P2_CORRELATION,16,0.7479841156347751,0.8031844085699504,0.5315088614838094,0.2164752541509657,100.62741935483871,0.7122157034116533,0.0,0.7915654294182519,0.956438083953193,0.9380190340240481,0.19893298897748304,0.06198096597595191,9605843.5,9605843.5,0
pubmed_gcnii16,4,13,P3_COST_AWARE,16,0.7574371359874159,0.8111260584772328,0.5285547926236092,0.22888234336380675,99.03064516129032,0.7177425102960785,0.0,0.8044809194711539,0.960425002804682,0.9380645128624191,0.1876060215212726,0.0619354871375809,9605843.5,9516797.5,2
