config_id,fp32_test_accuracy,fp8_test_accuracy,test_accuracy_drop,median_density,best_slice_width,best_beicsr_slice_width,best_edge_order,support_ratio_to_beicsr,traffic_reduction,traffic_speedup,serialized_speedup,free_support_serialized_speedup,support_cache_peak_bytes,exactness_pass,parallel_decode_speedup,selected_representation,aggregate_decode_width_bits
cora_gcnii16,0.7900000214576721,0.7890000343322754,0.0009999871253967285,0.7787742515055107,64,64,O0,0.4254062038404727,0.10685677884550226,1.1196412583273898,0.47814306358381503,1.1493703864524534,2112,True,1.0592236894757903,XORFLOW,2048
pubmed_gcnii16,0.7980000376701355,0.796000063419342,0.001999974250793457,0.6601127711931524,128,128,O0,0.38610960475341466,0.15870588728552504,1.1886449517321036,0.6258312797488438,1.2016723202903874,2048,True,1.1381766090248644,XORFLOW,2048
cora_deepres28_w128,0.7570000290870667,0.7560000419616699,0.0009999871253967285,0.440464364844904,128,128,O0,0.6784638109305761,0.22614973554965168,1.2922396566088683,0.3145568131322372,1.3854478471102925,3648,True,1.1482824427480915,XORFLOW,2048
chameleon_gcnii16,0.3684210479259491,0.3662280738353729,0.002192974090576172,0.5087555107935543,64,64,O0,0.44376879159487853,-0.0037520122700940295,0.9962620127041055,0.4905963098315358,1.0297474275023386,2304,True,1.0,BEICSR,2048
