kernel,tile_rows,slice_width,repetitions,median_us,p05_us,p95_us,throughput_gbps,event_rate_per_s,device,success,error
xor_decode,128,128,100,52.191998809576035,18.432000651955605,105.47199845314026,1.2556713958993968,313917848.9748492,NVIDIA GeForce RTX 4060 Laptop GPU,true,
popcount,128,128,100,108.60799998044968,68.60800087451935,360.4480028152466,0.6034177962194038,150854449.05485097,NVIDIA GeForce RTX 4060 Laptop GPU,true,
packed_gather,128,128,100,228.35199534893036,178.17600071430206,494.62398886680603,0.28699552154058716,71748880.3851468,NVIDIA GeForce RTX 4060 Laptop GPU,true,
xor_decode,256,128,100,34.304000437259674,24.57600086927414,77.82399654388428,3.820895473684599,955223868.4211498,NVIDIA GeForce RTX 4060 Laptop GPU,true,
popcount,256,128,100,115.7120019197464,66.56000018119812,335.87199449539185,1.1327433440388208,283185836.0097052,NVIDIA GeForce RTX 4060 Laptop GPU,true,
packed_gather,256,128,100,225.2800017595291,186.3040030002594,378.87999415397644,0.5818181772739435,145454544.31848586,NVIDIA GeForce RTX 4060 Laptop GPU,true,
xor_decode,128,256,100,34.81600061058998,19.45599913597107,74.75200295448303,3.7647058163289393,941176454.0822347,NVIDIA GeForce RTX 4060 Laptop GPU,true,
popcount,128,256,100,79.91999760270119,63.48799914121628,145.4080045223236,1.640040089235062,410010022.3087655,NVIDIA GeForce RTX 4060 Laptop GPU,true,
packed_gather,128,256,100,241.15200340747833,187.391996383667,391.1679983139038,0.5435244084558799,135881102.11396998,NVIDIA GeForce RTX 4060 Laptop GPU,true,
